,mean_length,aa_buffer
IPR011625,144.4,5
IPR001599,90.45454545454545,5
IPR011626,282.1818181818182,5
IPR009048,89.1,5
IPR013543,127.0,5
IPR005475,184.875,5
IPR031717,144.0,5
IPR058542,30.727272727272727,2
IPR032437,367.0,5
IPR012532,40.0,2
IPR032439,222.0,5
IPR032284,70.5,5
IPR018982,115.5,5
IPR002121,79.66666666666667,5
IPR041545,62.5,5
IPR001494,69.41176470588235,5
IPR013598,153.0,5
IPR002075,123.0,5
IPR002791,352.5,5
IPR044822,84.0,5
IPR006573,168.58333333333334,5
IPR013235,80.0,5
IPR049166,495.0,5
IPR049167,88.0,5
IPR057836,93.0,5
IPR001148,247.72222222222223,5
IPR006104,121.0,5
IPR006102,101.0,5
IPR006103,232.5,5
IPR006797,174.16666666666666,5
IPR021139,137.0,5
IPR002013,416.0,5
IPR024061,277.0,5
IPR030392,108.5,5
IPR026932,35.0,2
IPR025719,136.5,5
IPR018628,46.0,2
IPR041084,174.0,5
IPR015152,97.66666666666667,5
IPR019327,61.0,5
IPR010606,74.42857142857143,5
IPR021097,74.0,5
IPR000433,57.26315789473684,5
IPR004939,179.57142857142858,5
IPR058923,312.05882352941177,5
IPR028565,274.4,5
IPR019783,86.0,5
IPR018978,61.0,5
IPR046928,67.0,5
IPR049588,67.0,5
IPR003029,74.04545454545455,5
IPR007502,93.16666666666667,5
IPR011709,83.76470588235294,5
IPR015938,199.8,5
IPR013652,87.8,5
IPR045821,79.0,5
IPR001811,59.25,5
IPR049083,68.0,5
IPR048300,160.0,5
IPR027970,87.53846153846153,5
IPR039509,289.1333333333333,5
IPR011613,884.0,5
IPR045583,132.33333333333334,5
IPR048840,193.0,5
IPR007012,144.0,5
IPR007010,66.66666666666667,5
IPR057986,220.33333333333334,5
IPR034257,86.0,5
IPR005849,173.0,5
IPR005850,165.0,5
IPR057130,48.0,2
IPR000857,162.76923076923077,5
IPR057434,164.0,5
IPR057433,140.5,5
IPR022775,131.75,5
IPR015212,186.0,5
IPR027353,82.0,5
IPR031354,42.5,2
IPR019511,48.666666666666664,2
IPR004012,145.71428571428572,5
IPR004826,88.23076923076923,5
IPR018142,15.0,2
IPR055356,84.5,5
IPR031780,347.6666666666667,5
IPR054085,121.0,5
IPR054086,153.0,5
IPR054089,98.0,5
IPR054090,117.0,5
IPR054091,175.0,5
IPR054092,101.0,5
IPR054087,123.0,5
IPR054088,98.0,5
IPR005481,112.4,5
IPR005479,199.11111111111111,5
IPR005482,107.4,5
IPR041265,128.0,5
IPR040843,99.0,5
IPR000971,143.58333333333334,5
IPR032343,69.125,5
IPR025884,90.0,5
IPR003533,85.4,5
IPR057510,83.5,5
IPR000300,323.9,5
IPR057509,105.5,5
IPR045815,113.0,5
IPR002072,112.0,5
IPR000905,344.0,5
IPR013555,62.0,5
IPR032705,187.0,5
IPR002569,161.0,5
IPR048334,254.66666666666666,5
IPR048335,143.0,5
IPR001039,20.0,2
IPR027995,127.0,5
IPR027791,76.57142857142857,5
IPR059027,50.0,5
IPR012562,94.5,5
IPR032449,147.0,5
IPR007965,200.0,5
IPR002466,403.5,5
IPR032571,50.666666666666664,5
IPR032335,52.333333333333336,5
IPR034919,76.0,5
IPR000593,127.0,5
IPR019008,111.0,5
IPR027377,97.875,5
IPR024610,93.6,5
IPR031701,109.0,5
IPR021721,28.0,2
IPR022776,27.0,2
IPR007871,304.0,5
IPR000010,107.0,5
IPR000294,64.78571428571429,5
IPR014821,213.83333333333334,5
IPR016093,170.0909090909091,5
IPR000699,186.25,5
IPR013662,110.66666666666667,5
IPR002369,421.57142857142856,5
IPR040622,28.6,2
IPR012896,84.0,5
IPR014836,46.0,2
IPR025121,88.0,5
IPR032305,77.0,5
IPR006073,71.76923076923077,5
IPR022764,142.33333333333334,5
IPR057774,83.25,5
IPR001507,261.42857142857144,5
IPR009263,46.8,2
IPR000938,66.58823529411765,5
IPR047317,168.0,5
IPR033771,80.0,5
IPR041505,69.33333333333333,5
IPR001900,347.75,5
IPR033770,77.5,5
IPR010996,69.0,5
IPR047417,89.0,5
IPR006166,183.0,5
IPR008580,154.0,5
IPR041019,87.0,5
IPR041362,94.33333333333333,5
IPR013548,543.2222222222222,5
IPR001763,117.70370370370371,5
IPR000340,126.8529411764706,5
IPR009471,334.75,5
IPR057629,126.25,5
IPR056820,85.0,5
IPR057627,84.5,5
IPR056822,359.75,5
IPR056823,882.5,5
IPR022385,77.0,5
IPR028916,77.0,5
IPR000023,294.3333333333333,5
IPR011524,47.0,2
IPR022052,68.33333333333333,5
IPR056737,243.08333333333334,5
IPR000863,248.47058823529412,5
IPR031953,40.0,2
IPR048670,62.0,5
IPR020189,67.0,5
IPR008858,403.0,5
IPR045804,202.0,5
IPR025139,108.0,5
IPR056829,254.0,5
IPR056828,72.0,5
IPR020282,73.5,5
IPR042131,242.0,5
IPR001173,173.48,5
IPR055129,140.5,5
IPR040930,60.0,5
IPR004133,103.8,5
IPR011021,145.0,5
IPR011022,141.1,5
IPR020864,282.0,5
IPR048831,28.0,2
IPR003511,195.0,5
IPR032376,341.6,5
IPR056372,533.2,5
IPR007330,77.08333333333333,5
IPR032460,223.0,5
IPR022075,181.0,5
IPR031572,40.6,2
IPR047571,22.0,2
IPR025754,496.5,5
IPR026854,1455.5,5
IPR056747,695.25,5
IPR009543,412.75,5
IPR056748,110.0,5
IPR055439,260.6363636363636,5
IPR055442,267.45454545454544,5
IPR004038,90.45454545454545,5
IPR045540,95.0,5
IPR034736,22.5,2
IPR004821,141.125,5
IPR046944,139.0,5
IPR024736,43.0,2
IPR010714,409.0,5
IPR027882,52.666666666666664,5
IPR004181,83.0,5
IPR001179,90.6,5
IPR004182,109.17391304347827,5
IPR022168,66.77777777777777,5
IPR000800,64.83333333333333,5
IPR010660,55.5,5
IPR011656,62.5,5
IPR024600,61.666666666666664,5
IPR013769,229.45454545454547,5
IPR011531,455.3333333333333,5
IPR039187,297.5,5
IPR026937,277.0,5
IPR057332,113.0,5
IPR045545,219.0,5
IPR000001,83.33333333333333,5
IPR014886,117.0,5
IPR011016,64.28571428571429,5
IPR023451,281.0,5
IPR021567,99.0,5
IPR006935,144.75,5
IPR041204,141.66666666666666,5
IPR021673,129.33333333333334,5
IPR013137,40.666666666666664,2
IPR013150,89.0,5
IPR011665,96.0,5
IPR014889,146.33333333333334,5
IPR055143,79.0,5
IPR000209,282.45454545454544,5
IPR057060,131.0,5
IPR057032,263.0,5
IPR055163,234.5,5
IPR013021,113.0,5
IPR046452,274.0,5
IPR046451,154.0,5
IPR022579,78.5,5
IPR040957,81.0,5
IPR006164,197.0,5
IPR005160,87.5,5
IPR014893,112.0,5
IPR025486,134.0,5
IPR023337,52.333333333333336,5
IPR006137,109.0,5
IPR002889,93.57142857142857,5
IPR022750,51.0,5
IPR058682,122.33333333333333,5
IPR057414,71.0,5
IPR022102,59.0,5
IPR029135,143.0,5
IPR004043,95.375,5
IPR006977,153.0,5
IPR022413,86.5,5
IPR022414,242.0,5
IPR041388,62.0,5
IPR006549,144.0,5
IPR010600,181.0,5
IPR007365,117.6,5
IPR007829,47.5,2
IPR031557,77.33333333333333,5
IPR024969,111.66666666666667,5
IPR007123,73.88888888888889,5
IPR002547,102.5,5
IPR019533,120.0,5
IPR002300,391.22222222222223,5
IPR013155,135.5,5
IPR011651,153.8,5
IPR006895,38.0,2
IPR006896,248.83333333333334,5
IPR012990,90.0,5
IPR006900,99.0,5
IPR023321,163.5,5
IPR029244,158.66666666666666,5
IPR022049,195.0,5
IPR055419,91.66666666666667,5
IPR004014,72.27777777777777,5
IPR059000,106.7,5
IPR044492,450.52777777777777,5
IPR006068,194.6,5
IPR019343,101.0,5
IPR019348,250.0,5
IPR049372,155.0,5
IPR031570,329.0,5
IPR006769,202.0,5
IPR056264,74.27272727272727,5
IPR021645,24.5,2
IPR024587,81.66666666666667,5
IPR058584,183.75,5
IPR054697,206.0,5
IPR010376,77.5,5
IPR003819,247.5,5
IPR014882,116.0,5
IPR000668,226.76923076923077,5
IPR045787,127.5,5
IPR005542,194.25,5
IPR049439,40.0,2
IPR025913,176.5,5
IPR024957,71.5,5
IPR017893,134.5,5
IPR010926,186.125,5
IPR006643,25.0,2
IPR014014,28.09090909090909,2
IPR004839,363.4117647058824,5
IPR003032,87.75,5
IPR009460,274.6666666666667,5
IPR045299,74.0,5
IPR047166,79.0,5
IPR024084,352.4,5
IPR055105,242.0,5
IPR007074,37.0,2
IPR032354,68.0,5
IPR053898,116.0,5
IPR005532,270.0,5
IPR032023,64.0,5
IPR000237,49.54545454545455,2
IPR019018,62.0,5
IPR005120,157.0,5
IPR019799,18.0,2
IPR000562,49.27272727272727,2
IPR000083,43.86666666666667,2
IPR045577,329.5,5
IPR057909,93.0,5
IPR002154,377.5,5
IPR031331,150.0,5
IPR006738,26.5,2
IPR006737,54.0,5
IPR020097,109.75,5
IPR029526,360.5,5
IPR057318,251.0,5
IPR056780,75.0,5
IPR049176,123.0,5
IPR048485,205.0,5
IPR013766,124.94285714285714,5
IPR002059,65.375,5
IPR017878,51.2,5
IPR013130,137.91666666666666,5
IPR013112,103.0,5
IPR013121,151.14285714285714,5
IPR006602,116.71428571428571,5
IPR034907,132.3846153846154,5
IPR055065,129.0,5
IPR015408,45.0,2
IPR015411,350.0,5
IPR005835,182.0,5
IPR056764,96.5,5
IPR002109,63.625,5
IPR023753,274.1666666666667,5
IPR004099,110.2,5
IPR022768,108.1,5
IPR043601,100.0,5
IPR011547,396.1818181818182,5
IPR002645,176.8181818181818,5
IPR021818,245.66666666666666,5
IPR000867,78.0,5
IPR043973,43.0,2
IPR010439,320.0,5
IPR005052,224.25,5
IPR001608,211.0,5
IPR032756,115.5,5
IPR028199,88.5,5
IPR031950,106.0,5
IPR000795,234.1,5
IPR004161,69.73333333333333,5
IPR041095,62.0,5
IPR005517,119.75,5
IPR000640,88.0,5
IPR041179,511.0,5
IPR029299,126.33333333333333,5
IPR035618,63.0,5
IPR010579,24.6,2
IPR021786,250.0,5
IPR040892,298.0,5
IPR041433,53.0,5
IPR013507,130.5,5
IPR014790,162.5,5
IPR001293,59.0,5
IPR027907,43.0,2
IPR031649,53.0,5
IPR014873,86.14285714285714,5
IPR031688,160.66666666666666,5
IPR002553,534.5714285714286,5
IPR029390,146.5,5
IPR056314,111.0,5
IPR013732,111.6,5
IPR013733,158.6,5
IPR013530,381.2,5
IPR032394,211.75,5
IPR049452,504.27272727272725,5
IPR003650,42.833333333333336,2
IPR002893,37.5625,2
IPR002859,322.2,5
IPR001024,117.51428571428572,5
IPR003093,26.0,2
IPR017874,92.0,5
IPR047500,64.0,5
IPR020811,146.5,5
IPR020810,293.0,5
IPR011161,178.0,5
IPR003150,76.55555555555556,5
IPR033745,114.0,5
IPR054425,57.0,5
IPR015163,91.0,5
IPR002225,269.8333333333333,5
IPR003349,42.54545454545455,2
IPR022699,339.0,5
IPR012320,133.0,5
IPR032815,77.42857142857143,5
IPR002884,136.28571428571428,5
IPR022005,37.0,2
IPR024654,155.0,5
IPR032406,69.5,5
IPR029421,268.0,5
IPR029420,338.0,5
IPR029418,258.0,5
IPR033763,53.0,5
IPR021987,111.0,5
IPR003117,34.857142857142854,2
IPR031790,74.0,5
IPR003649,126.93333333333334,5
IPR017903,57.833333333333336,5
IPR003126,71.0,5
IPR003769,77.5,5
IPR055194,98.0,5
IPR044046,429.0,5
IPR010542,276.5,5
IPR056611,94.5,5
IPR001739,77.27272727272727,5
IPR056342,100.5,5
IPR006576,44.77777777777778,2
IPR002921,134.0,5
IPR019489,91.5,5
IPR048271,90.36363636363636,5
IPR048270,161.2,5
IPR019328,69.0,5
IPR029305,52.0,5
IPR029308,216.0,5
IPR029310,86.0,5
IPR029315,163.0,5
IPR029312,230.0,5
IPR029313,228.0,5
IPR029314,249.0,5
IPR014906,51.0,5
IPR004098,141.0,5
IPR018851,55.0,5
IPR046466,111.0,5
IPR015800,86.0,5
IPR015802,99.0,5
IPR015798,403.6666666666667,5
IPR001158,82.42857142857143,5
IPR003351,155.75,5
IPR024580,195.25,5
IPR022084,105.0,5
IPR039430,179.5,5
IPR046852,143.0,5
IPR010508,171.5,5
IPR023362,115.0,5
IPR000409,290.8888888888889,5
IPR046851,290.0,5
IPR015370,85.0,5
IPR059182,69.0,5
IPR014892,82.0,5
IPR048625,108.0,5
IPR048627,549.0,5
IPR013040,146.0,5
IPR032154,112.0,5
IPR029354,105.0,5
IPR056161,330.0,5
IPR056162,338.5,5
IPR056364,103.0,5
IPR027841,320.3333333333333,5
IPR023210,279.44444444444446,5
IPR032732,130.5,5
IPR034746,80.0,5
IPR000184,317.0,5
IPR002906,45.0,2
IPR006121,65.53333333333333,5
IPR001424,144.0,5
IPR015128,67.0,5
IPR027330,124.0,5
IPR027329,59.5,5
IPR032171,138.5,5
IPR057263,208.0,5
IPR058029,66.0,5
IPR009852,30.25,2
IPR045658,218.0,5
IPR003644,106.0925925925926,5
IPR034591,91.0,5
IPR008598,56.666666666666664,5
IPR006145,188.25,5
IPR034821,557.5,5
IPR010987,153.25,5
IPR000197,83.5,5
IPR003101,80.0,5
IPR010303,86.0,5
IPR056484,38.0,2
IPR031162,376.5,5
IPR014744,102.5,5
IPR007138,88.66666666666667,5
IPR000620,134.64285714285714,5
IPR053954,183.0,5
IPR004869,156.0,5
IPR032503,54.333333333333336,5
IPR006222,280.5,5
IPR013977,81.75,5
IPR003675,103.0,5
IPR006169,144.5,5
IPR025252,117.5,5
IPR025232,125.4,5
IPR056609,150.5,5
IPR056610,39.5,2
IPR056608,163.5,5
IPR044865,148.8235294117647,5
IPR056606,35.5,2
IPR028797,64.0,5
IPR032270,76.5,5
IPR044461,80.0,5
IPR001509,199.5,5
IPR022151,74.0,5
IPR005329,76.5,5
IPR015404,204.0,5
IPR032755,110.33333333333333,5
IPR024626,87.0,5
IPR041366,85.33333333333333,5
IPR001651,62.0,5
IPR031926,133.0,5
IPR013585,217.8,5
IPR009464,251.0,5
IPR012591,151.0,5
IPR012592,405.0,5
IPR019582,90.0,5
IPR019581,135.0,5
IPR019580,158.0,5
IPR021983,256.0,5
IPR012984,120.0,5
IPR001320,399.55555555555554,5
IPR045627,590.0,5
IPR007714,137.33333333333334,5
IPR057327,39.0,2
IPR058599,113.66666666666667,5
IPR015048,64.625,5
IPR015049,51.0,5
IPR042579,49.0,2
IPR022542,224.0,5
IPR021392,588.0,5
IPR001578,253.5,5
IPR041507,45.0,2
IPR031952,107.6,5
IPR018884,448.0,5
IPR024989,515.5,5
IPR019452,102.0,5
IPR019453,37.5,2
IPR048633,178.66666666666666,5
IPR000353,74.11111111111111,5
IPR022125,116.0,5
IPR056473,221.0,5
IPR012954,154.0,5
IPR029426,68.0,5
IPR056591,69.0,5
IPR006638,224.42857142857142,5
IPR032432,80.0,5
IPR045561,66.0,5
IPR056845,117.0,5
IPR055142,353.6666666666667,5
IPR001126,238.0,5
IPR017961,108.0,5
IPR057926,106.75,5
IPR021893,163.2,5
IPR001678,286.77777777777777,5
IPR042028,98.0,5
IPR018992,46.0,2
IPR003185,59.0,5
IPR003186,141.33333333333334,5
IPR001567,446.3333333333333,5
IPR007865,141.5,5
IPR000994,219.44444444444446,5
IPR008424,76.33333333333333,5
IPR021963,47.0,2
IPR019162,86.0,5
IPR043898,89.0,5
IPR044037,94.0,5
IPR026850,67.0,5
IPR004865,111.8,5
IPR000770,83.625,5
IPR048589,76.0,5
IPR056983,74.0,5
IPR027859,234.5,5
IPR013842,106.0,5
IPR029279,105.5,5
IPR022643,347.0,5
IPR018866,97.5,5
IPR003894,95.8,5
IPR007900,244.5,5
IPR056151,379.3333333333333,5
IPR057437,114.5,5
IPR003892,42.72727272727273,2
IPR012290,144.33333333333334,5
IPR008334,171.0,5
IPR001932,335.95,5
IPR015091,92.0,5
IPR011527,286.8837209302326,5
IPR048349,108.0,5
IPR048348,469.0,5
IPR015310,162.5,5
IPR013538,85.0,5
IPR048875,52.0,5
IPR010506,112.66666666666667,5
IPR032140,114.0,5
IPR027876,93.0,5
IPR018276,62.0,5
IPR024161,54.0,5
IPR016103,94.0,5
IPR040850,153.0,5
IPR057948,193.0,5
IPR013098,68.0,5
IPR042700,524.0,5
IPR033979,251.0,5
IPR032631,60.857142857142854,5
IPR032630,246.71428571428572,5
IPR025281,62.333333333333336,5
IPR022708,83.0,5
IPR048941,72.5,5
IPR054724,280.0,5
IPR002474,139.0,5
IPR017926,201.0,5
IPR005483,14.0,2
IPR005480,123.0,5
IPR058047,111.0,5
IPR032757,283.0,5
IPR018961,68.0,5
IPR041192,117.0,5
IPR041048,65.0,5
IPR045357,172.25,5
IPR014782,211.23076923076923,5
IPR024571,319.625,5
IPR000587,133.0,5
IPR032416,62.5,5
IPR029318,24.0,2
IPR041691,126.0,5
IPR040455,180.5,5
IPR049521,104.0,5
IPR015116,60.5,5
IPR031656,125.0,5
IPR057847,123.0,5
IPR012858,187.75,5
IPR002589,180.71428571428572,5
IPR032816,117.66666666666667,5
IPR007209,31.0,2
IPR002108,137.83333333333334,5
IPR008400,100.33333333333333,5
IPR008399,88.5,5
IPR020616,253.5,5
IPR020617,124.2,5
IPR025750,70.0,5
IPR016040,264.3333333333333,5
IPR010622,69.5,5
IPR013579,79.66666666666667,5
IPR013584,59.5,5
IPR013642,262.3333333333333,5
IPR041070,77.2,5
IPR055261,247.4,5
IPR040907,73.5,5
IPR001236,138.875,5
IPR022383,161.77777777777777,5
IPR006615,117.77777777777777,5
IPR002641,173.0,5
IPR058770,72.0,5
IPR015366,144.0,5
IPR025243,179.0,5
IPR057618,41.0,2
IPR019512,409.0,5
IPR004837,151.88888888888889,5
IPR006153,389.73333333333335,5
IPR032103,100.33333333333333,5
IPR032108,16.5,2
IPR018947,29.0,2
IPR017454,171.0,5
IPR005824,30.466666666666665,2
IPR041988,63.0,5
IPR057264,63.0,5
IPR027952,70.0,5
IPR023798,155.0,5
IPR055047,43.0,2
IPR006910,104.0,5
IPR049589,79.5,5
IPR006909,52.333333333333336,5
IPR037598,66.0,5
IPR015022,273.5,5
IPR024670,35.5,2
IPR031481,109.75,5
IPR055270,165.25,5
IPR009626,147.0,5
IPR056749,231.0,5
IPR032263,176.0,5
IPR003781,102.5,5
IPR005811,122.0,5
IPR057724,111.33333333333333,5
IPR011677,168.5,5
IPR045332,96.0,5
IPR019345,42.0,2
IPR048362,118.0,5
IPR046372,202.0,5
IPR031644,66.25,5
IPR029385,188.5,5
IPR029384,145.5,5
IPR031549,97.0,5
IPR020587,63.0,5
IPR015894,252.8181818181818,5
IPR003191,256.44444444444446,5
IPR040793,87.0,5
IPR056302,81.5,5
IPR025260,103.66666666666667,5
IPR012429,122.0,5
IPR015877,197.0,5
IPR057657,50.0,5
IPR007728,112.71428571428571,5
IPR001107,192.72727272727272,5
IPR032200,227.0,5
IPR032201,43.0,2
IPR045703,282.0,5
IPR046884,62.0,5
IPR046885,80.0,5
IPR021854,268.4,5
IPR031691,95.0,5
IPR057848,126.0,5
IPR049625,103.0,5
IPR019448,151.5,5
IPR035076,77.0,5
IPR015914,92.0,5
IPR025733,61.0,5
IPR034743,87.0,5
IPR021563,65.33333333333333,5
IPR041245,88.33333333333333,5
IPR031943,290.6666666666667,5
IPR019539,48.0,2
IPR006204,83.75,5
IPR013750,70.0,5
IPR018379,101.07692307692308,5
IPR055096,88.5,5
IPR055097,108.0,5
IPR055098,104.0,5
IPR056897,77.5,5
IPR056898,87.5,5
IPR055099,101.5,5
IPR056899,78.0,5
IPR003343,75.0,5
IPR058779,115.5,5
IPR055094,103.0,5
IPR057586,70.5,5
IPR055095,150.5,5
IPR013212,174.5,5
IPR060420,96.0,5
IPR055453,364.0,5
IPR055452,209.0,5
IPR021918,92.0,5
IPR056585,310.4,5
IPR001135,270.0,5
IPR048674,30.0,2
IPR013718,71.0,5
IPR037520,142.5,5
IPR014896,65.66666666666667,5
IPR029445,222.0,5
IPR029444,709.0,5
IPR003891,120.42857142857143,5
IPR003307,169.85714285714286,5
IPR000538,97.41666666666667,5
IPR040131,422.0,5
IPR049312,94.0,5
IPR026904,56.0,5
IPR038990,79.66666666666667,5
IPR002366,51.8,5
IPR006080,28.0,2
IPR015351,134.5,5
IPR015350,150.5,5
IPR038007,96.0,5
IPR006926,416.0,5
IPR006925,209.5,5
IPR040900,96.0,5
IPR030374,237.5,5
IPR041386,53.0,5
IPR048676,74.0,5
IPR037516,383.0,5
IPR015399,98.66666666666667,5
IPR001373,421.14285714285717,5
IPR016158,240.11111111111111,5
IPR019559,70.5,5
IPR031968,171.0,5
IPR034987,84.0,5
IPR027953,58.0,5
IPR000928,56.5,5
IPR033118,137.85714285714286,5
IPR001774,64.66666666666667,5
IPR041076,216.0,5
IPR010733,161.0,5
IPR004227,323.0,5
IPR007044,180.0,5
IPR056327,126.0,5
IPR015878,161.0,5
IPR001279,180.66666666666666,5
IPR047845,76.0,5
IPR014768,399.0,5
IPR003350,87.07692307692308,5
IPR021780,109.0,5
IPR043597,339.0,5
IPR006558,145.66666666666666,5
IPR008754,197.0,5
IPR058897,164.5,5
IPR022136,173.0,5
IPR003111,220.83333333333334,5
IPR001223,359.85714285714283,5
IPR002557,49.0,2
IPR000061,53.0,5
IPR006569,135.375,5
IPR001073,139.2058823529412,5
IPR029212,477.0,5
IPR001772,49.0,2
IPR028939,90.85714285714286,5
IPR001662,162.0,5
IPR057987,195.0,5
IPR046439,71.5,5
IPR010526,212.8,5
IPR044564,52.0,5
IPR011124,54.142857142857146,5
IPR021040,344.4,5
IPR049629,39.0,2
IPR000690,30.875,2
IPR031379,29.0,2
IPR048422,101.0,5
IPR035175,108.0,5
IPR014009,583.0,5
IPR003152,32.0,2
IPR002715,65.0,5
IPR030395,267.85714285714283,5
IPR012317,211.7058823529412,5
IPR015127,41.0,2
IPR053937,193.2,5
IPR056549,94.0,5
IPR041637,115.0,5
IPR022070,320.5,5
IPR013149,127.26666666666667,5
IPR043588,241.0,5
IPR014876,55.25,5
IPR001605,18.4,2
IPR008336,214.0,5
IPR013499,377.0,5
IPR013632,222.33333333333334,5
IPR044004,52.470588235294116,5
IPR056991,39.0,2
IPR013894,103.0,5
IPR000594,375.3636363636364,5
IPR014929,88.0,5
IPR021715,272.0,5
IPR000320,161.0,5
IPR001767,225.0,5
IPR049016,147.0,5
IPR032412,90.0,5
IPR007222,266.0,5
IPR013822,81.5,5
IPR000897,207.0,5
IPR028171,114.0,5
IPR053919,194.0,5
IPR032746,145.0,5
IPR053920,153.0,5
IPR047844,42.0,2
IPR057439,103.0,5
IPR008331,135.6,5
IPR003582,33.0,2
IPR054696,99.0,5
IPR049455,52.0,5
IPR053835,107.0,5
IPR059004,77.5,5
IPR003128,66.625,5
IPR027881,91.83333333333333,5
IPR012923,80.0,5
IPR012462,192.66666666666666,5
IPR039504,138.0,5
IPR002717,274.6,5
IPR048863,66.0,5
IPR041094,108.0,5
IPR057842,76.8,5
IPR004179,350.1666666666667,5
IPR022030,239.0,5
IPR056769,343.75,5
IPR031805,328.0,5
IPR056768,121.0,5
IPR056770,237.0,5
IPR031334,286.0,5
IPR048585,91.0,5
IPR033461,46.25,2
IPR004100,65.0,5
IPR000194,223.8,5
IPR055190,94.75,5
IPR028135,83.8,5
IPR057455,111.0,5
IPR043987,116.5,5
IPR043989,108.75,5
IPR027838,66.33333333333333,5
IPR049258,284.0,5
IPR057461,96.0,5
IPR013918,85.0,5
IPR019548,38.0,2
IPR003619,111.5,5
IPR018143,160.75,5
IPR012938,285.0,5
IPR018514,321.5,5
IPR015390,255.0,5
IPR013024,108.66666666666667,5
IPR003618,114.875,5
IPR012921,150.0,5
IPR057207,150.0,5
IPR001374,76.0,5
IPR012987,42.0,2
IPR044448,79.0,5
IPR023584,162.0,5
IPR000014,96.0,5
IPR027925,98.5,5
IPR033762,129.375,5
IPR001208,219.625,5
IPR041562,83.55555555555556,5
IPR059098,74.0,5
IPR021852,101.83333333333333,5
IPR031964,88.6,5
IPR031314,223.0,5
IPR032752,102.0,5
IPR031554,496.25,5
IPR055066,97.0,5
IPR008278,116.0,5
IPR021896,71.0,5
IPR048365,135.0,5
IPR048366,118.0,5
IPR048367,33.0,2
IPR055035,185.0,5
IPR011761,202.66666666666666,5
IPR001309,119.42857142857143,5
IPR046926,149.5,5
IPR048659,298.5,5
IPR048657,701.5,5
IPR049100,227.0,5
IPR046927,161.0,5
IPR049337,56.0,5
IPR032440,68.0,5
IPR013086,41.0,2
IPR001855,33.4,2
IPR024977,61.333333333333336,5
IPR024790,198.0,5
IPR056358,170.0,5
IPR012932,148.0,5
IPR056793,217.0,5
IPR021930,204.0,5
IPR002319,165.33333333333334,5
IPR005121,93.0,5
IPR006176,179.25,5
IPR006108,92.33333333333333,5
IPR001048,188.0,5
IPR010507,36.78947368421053,2
IPR011017,36.5,2
IPR014830,203.0,5
IPR002379,60.142857142857146,5
IPR018940,27.0,2
IPR014038,88.0,5
IPR002562,183.4,5
IPR002782,103.0,5
IPR019458,109.0,5
IPR018834,270.3333333333333,5
IPR002716,125.66666666666667,5
IPR005036,119.14285714285714,5
IPR013621,42.25,2
IPR048992,411.0,5
IPR042146,85.0,5
IPR032769,304.0,5
IPR024395,198.0,5
IPR012308,179.33333333333334,5
IPR012310,239.0,5
IPR012309,110.66666666666667,5
IPR021536,33.0,2
IPR032443,69.625,5
IPR040797,98.0,5
IPR013146,48.0,2
IPR021623,232.0,5
IPR009764,82.0,5
IPR001212,43.666666666666664,2
IPR057103,100.0,5
IPR057365,294.0,5
IPR030383,436.0,5
IPR058641,108.0,5
IPR029304,172.66666666666666,5
IPR001132,192.875,5
IPR006097,127.0,5
IPR006096,291.0,5
IPR032078,64.0,5
IPR041706,278.0,5
IPR004095,70.71428571428571,5
IPR045520,388.3333333333333,5
IPR012577,98.33333333333333,5
IPR020630,112.0,5
IPR020631,155.25,5
IPR006913,112.75,5
IPR003508,77.0,5
IPR013612,62.666666666666664,5
IPR014788,33.5,2
IPR025852,75.5,5
IPR009604,68.5,5
IPR032486,70.0,5
IPR034744,72.5,5
IPR019564,120.33333333333333,5
IPR033468,62.5,5
IPR018846,367.6666666666667,5
IPR058543,369.3333333333333,5
IPR004871,321.3333333333333,5
IPR032446,93.0,5
IPR032373,414.0,5
IPR035425,94.0,5
IPR029307,61.69230769230769,5
IPR022666,87.5,5
IPR022669,128.0,5
IPR031870,208.5,5
IPR002616,377.5,5
IPR059249,115.0,5
IPR021966,26.0,2
IPR031774,49.0,2
IPR025086,75.0,5
IPR013592,33.25,2
IPR022141,43.2,2
IPR039505,99.5,5
IPR025313,63.5,5
IPR014881,72.0,5
IPR013608,118.75,5
IPR013680,426.5,5
IPR024729,245.0,5
IPR029346,211.0,5
IPR013022,240.0,5
IPR008893,94.66666666666667,5
IPR004102,132.0,5
IPR015016,122.0,5
IPR057672,152.5,5
IPR003993,282.5,5
IPR057448,27.0,2
IPR040514,48.0,2
IPR002652,88.11111111111111,5
IPR054151,53.0,5
IPR049470,236.0,5
IPR021887,537.3333333333334,5
IPR015883,259.3333333333333,5
IPR003322,81.0,5
IPR045345,76.54545454545455,5
IPR058190,79.0,5
IPR056150,291.6666666666667,5
IPR048368,112.0,5
IPR048369,451.0,5
IPR001736,26.666666666666668,2
IPR031658,98.0,5
IPR014891,72.0,5
IPR027974,106.0,5
IPR028235,288.0,5
IPR031733,67.0,5
IPR055215,61.0,5
IPR041991,82.0,5
IPR041541,82.0,5
IPR009938,73.0,5
IPR009909,88.0,5
IPR003119,39.2,2
IPR007856,36.333333333333336,2
IPR008139,94.2,5
IPR008138,32.22222222222222,2
IPR031405,303.0,5
IPR031406,326.0,5
IPR031408,310.0,5
IPR013201,54.875,5
IPR012952,78.0,5
IPR041416,128.0,5
IPR023421,103.0,5
